fineli_id	group_name	default	specific_tags	display_name	extra_tags	piece_weight	density_constant	example_brands	scientific_name	processing	classification	edible_portion	special_diets
31216	Adukibönor	TRUE	torkade	Adukibönor (torkade)	adukiböna		0.9		Vigna angularis	Torkat	Baljväxter	100 %	CHOLFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
28923	Ananas		färsk, med skal	Färsk ananas		900			Ananas comosus	Obehandlat	Övrig frukt	53 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
471	Ananas		konserv, i egen juice, burkananas, konservananas, burk, konserverad	Konserverad ananas (i egen juice)					Ananas comosus	Konserverat	Fruktkonserver	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, NAGLUFRE, MILKFREE, VEGAN, FATFREE
417	Ananas		konserv, i sockerlag, burk, burkananas, konservananas, konserverad	Konserverad ananas (i sockerlag)					Ananas comosus	Konserverat	Fruktkonserver	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, SOYAFREE, NAGLUFRE, MILKFREE, VEGAN, FATFREE
11056	Ananas	TRUE	skalad	Färsk ananas	ananas, ananasar, burkananas, konservananas				Ananas comosus	Obehandlat	Övrig frukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
33077	Ananas		torkad	Torkad ananas						Torkat	Övrig frukt	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
33268	Ananas		torkad, överdragen med yoghurt	Torkad ananas med yoghurttäcke						Industriellt	Övrig frukt	100 %	SOYAFREE, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
438	Ananasjuice	TRUE	ananasjuice, vitamin c, ananas	Ananasjuice	ananas juice		1		Ananas comosus	Mosat	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
33884	Ananasjuice		ananas-morot, kalcium, vitamin c och d, probiotika, valio gefilus	Ananasjuice			1			Industriellt	Saftdrycker	100 %	CHOLFREE, LOWSALT, LACSFREE, MILKFREE, LACVEGE, LOWCHOL, LOWFAT, GLUTFREE, LACOVEGE, FATFREE, EGGFREE
829	Ansjovis	TRUE		Ansjovis	anjovisar				Engraulis encraciolus	Konserverat	Fiskprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, HIGHSALT, GLUTFREE, EGGFREE
11045	Apelsin	TRUE	skalad	Apelsin	apelsin, apelsinskal, apelsincest				Citrus sinensis	Obehandlat	Citrusfrukter	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
28924	Apelsin		med skal, apelsinskal, skal, apelsincest, cest	Apelsin		180			Citrus sinensis	Obehandlat	Citrusfrukter	72 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
33757	Apelsinjuice		apelsinjuice, 60 mg vitamin c	Apelsinjuice			1		Citrus sinensis	Mosat	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, LOWCHOL, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, NAGLUFRE, LOWSALT, MILKFREE, LOWFAT, VEGAN, FATFREE
11558	Apelsinjuice		apelsinjuice, kalcium	Apelsinjuice			1		Citrus sinensis	Industriellt	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
434	Apelsinjuice	TRUE	apelsinjuice, vitamin c	Apelsinjuice	apelsin juice		1		Citrus sinensis	Mosat	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
408	Aprikos		i sockerlag, konserv, konserverad, konservaprikos, burkaprikos	Aprikos i sockerlag					Prunus armeniaca	Konserverat	Fruktkonserver	100 %	CHOLFREE, LOWPROT, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, FATFREE, EGGFREE
11054	Aprikos	TRUE	kärnfri	Aprikos	aprikos, konservaprikos, burkaprikos	40			Prunus armeniaca	Obehandlat	Äppelfrukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
28921	Aprikos		med kärna	Aprikos		50			Prunus armeniaca	Obehandlat	Äppelfrukt	94 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
409	Aprikos		torkad	Aprikos (torkad)		7			Prunus armeniaca	Torkat	Äppelfrukt	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
31538	Aprikospuré	TRUE	sockerfri, vitamin c	Aprikospuré	aprikospuré					Mosat	Fruktkonserver	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD, UNSWEET, SOYAFREE, NAGLUFRE, MILKFREE, VEGAN, FATFREE
362	Aubergine	TRUE	äggplanta	Aubergine	aubergine, äggplanta, äggplantor	400			Solanum melongena	Obehandlat	Grönsaksfrukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
11057	Avokado		skalad, kärnfri	Avokado					Persea americana	Obehandlat	Övrig frukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
28933	Avokado	TRUE	med skal och kärna	Avokado	avokado, avokados	155			Persea americana	Obehandlat	Övrig frukt	71 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
33091	Avokadoolja	TRUE		Avokadoolja	avokadoolja, avokado-olja		0.9			Industriellt	Olja	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACSFREE, MILKFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
707	Bacon	TRUE		Bacon	bacon, baconfilé, baconskiva, bacontärning					Rökt	Gris	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, LOWCHOL, HIGHSALT, GLUTFREE, EGGFREE
28947	Bacon		filé, fett 18 g, baconfilé	Baconfilé						Rökt	Gris	100 %	
530	Bakmargarin		bageriindustrimargarin 80% fett, bakning	Bakmargarin						Industriellt	Matlagnings- och industrifett	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACSFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
593	Bakmargarin	TRUE	80% fett	Bakmargarin	bakmargarin					Industriellt	Matlagnings- och industrifett	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
74	Bakpulver	TRUE		Bakpulver	bakpulver		1			Torkat	Hjälpämnen vid tillverkning	100 %	UNSWEET, SOYAFREE, NAGLUFRE, MILKFREE, LACSFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
30274	Balkankorv	TRUE	21,5% fett	Balkankorv						Industriellt	Korv	100 %	NAGLUFRE, MILKFREE, LACSFREE, LOWCHOL, HIGHSALT, GLUTFREE, EGGFREE
30295	Balkankorv		lätt, 10% fett	Balkankorv						Industriellt	Korv	100 %	NAGLUFRE, LACSFREE, MILKFREE, LOWCHOL, LOWFAT, HIGHSALT, GLUTFREE, EGGFREE
11135	Bambuskott	TRUE		Bambuskott	bambuskott				Phyllostachys spp.	Konserverat	Grönsakskonserver	100 %	CHOLFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
11049	Banan	TRUE	skalad	Banan	bananer	120			Musa sapientum	Obehandlat	Övrig frukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
28934	Banan		med skal	Banan		150			Musa sapientum	Obehandlat	Övrig frukt	67 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
11505	Banan		torkad banan	Torkad banan					Musa sapientum	Torkat	Övrig frukt	100 %	SOYAFREE, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
33267	Bananchips	TRUE	överdragna med yoghurt	Bananchips med yoghurttäcke	banan chips					Industriellt	Övrig frukt	100 %	SOYAFREE, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
454	Bär	TRUE	medelvärde	Bär	bär					Obehandlat	Bär	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
11587	Bärdryck		nypondryck, havre, probiotika	Bärdryck			1	proviva	Rosa	Industriellt	Saftdrycker	100 %	SOYAFREE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
32416	Bärdryck	TRUE	medelvärde, probiotika	Bärdryck	bärdryck, proviva, provivadryck		1	proviva		Industriellt	Saftdrycker	100 %	SOYAFREE, LOWPROT, LACSFREE, MILKFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
32424	Bärdryck		bärdryck med probiotika	Bärdryck			1	rainbow		Industriellt	Mjölk	100 %	
474	Bärjuice	TRUE	bärjuice, osötad	Bärjuice	bärjuice, bär juice		1			Mosat	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
478	Bärnektar	TRUE	nektar, bärhalt 50%	Bärnektar	bärnektar, bär nektar		1			Kokt	Saftdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
31539	Bärpuré	TRUE	sockerfri, c-vitaminerad	Bärpuré	bärpuré					Mosat	Fruktkonserver	100 %	SOYAFREE, NAGLUFRE, LACSFREE, MILKFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE, VITAMADD
11134	Basilika	TRUE	färsk	Basilika (färsk)					Ocimum basilicum	Obehandlat	Bladgrönsaker	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
33433	Basilika		torkad	Basilika (torkad)			0.1		Ocimum basilicum	Torkat	Torkade örter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
32163	Bearnaisesås	TRUE	såspulver	Bearnaisesås (pulver)	bearnaisesås, pulverbearnaisesås			campbell's, blå band		Torkat	Hjälpämnen vid tillverkning	100 %	
32153	Bearnaisesås		såspulver, knorr	Bearnaisesås (pulver)				knorr		Torkat	Hjälpämnen vid tillverkning	100 %	
31160	Bikarbonat	TRUE		Bikarbonat	matsoda, bikarbonat		1			Torkat	Hjälpämnen vid tillverkning	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
442	Blåbär	TRUE		Blåbär	blåbär		0.6		Vaccinium myrtillus	Obehandlat	Bär	100 %	
865	Bläckfisk	TRUE		Bläckfisk	bläckfisk, bläckfiskring, bläckfiskar				Octopus spp.	Djupfryst	Skaldjur	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, GLUTFREE, EGGFREE
11002	Bladgrönsaker	TRUE	mörkgröna	Bladgrönsaker	bladgrönsaker, bladgrönsak					Obehandlat	Bladgrönsaker	100 %	
330	Bladsallat	TRUE	kruksallat, lollo rosso	Bladsallat	kruksallat, lollo rosso, kruksallad, machésallad, rossisallad, grönsallad				Lactuca sativa var. crispa	Obehandlat	Bladgrönsaker	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
30428	Blåmögelost		17% fett	Blåmögelost 17%						Industriellt	Ost	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, LOWFAT, HIGHSALT, GLUTFREE, LACOVEGE, EGGFREE
653	Blåmögelost	TRUE	27-30% fett	Blåmögelost 27-30%	blåmögelostar					Industriellt	Ost	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, LACVEGE, HIGHSALT, GLUTFREE, LACOVEGE, EGGFREE
11131	Blåmögelost		vitmögelost, blåmögelost, 40% fett	Vitmögelost/Blåmögelost 40 %				vit castello, blå castello, saga		Industriellt	Ost	100 %	
834	Blåmussla	TRUE	i vatten	Blåmussla	blåmusslor, musslor, mussla				Mytilus edulis	Konserverat	Skaldjur	100 %	
711	Blandfärs	TRUE	köttfärs, gris-nöt	Blandfärs	köttfärs, färs					Obehandlat	Gris	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, GLUTFREE, EGGFREE
33174	Blandfärs		köttfärs, gris-nöt, låg fetthalt, 10% fett	Blandfärs						Obehandlat	Nöt	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, SALTFREE, GLUTFREE, EGGFREE
32694	Blandfärs		köttfärs, gris-nöt, lätt, låg fetthalt, 7% fett	Blandfärs						Obehandlat	Nöt	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, SALTFREE, LOWFAT, GLUTFREE, EGGFREE
794	Blod	TRUE		Blod	blod					Obehandlat	Organ	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, GLUTFREE, EGGFREE
32455	Blodgrapefrukt	TRUE	skalad	Blodgrapefrukt	röd grapefrukt, blodgrape, röd grape				Citrus paradisi	Obehandlat	Citrusfrukter	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
30371	Blodkorv	TRUE	blodkorv, svartkorv	Blodkorv						Industriellt	Organ	100 %	SOYAFREE, UNSWEET, LACSFREE, MILKFREE, LOWCHOL, LOWFAT, EGGFREE
322	Blomkål	TRUE		Blomkål	blomkålshuvuden, blomkålshuvud	500			Brassica oleracea var. botrytis	Obehandlat	Kål	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
32381	Bolognesesås	TRUE	såspulver	Bolognesesås (pulver)	bolognesesås, köttfärssås, pulverbolognesesås, pulverköttfärssås			knorr		Torkat	Hjälpämnen vid tillverkning	100 %	
34243	Bondbönor		färsk	Färska bondbönor	bondböna				Vicia faba	Obehandlat	Baljväxter	100 %	CHOLFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
34743	Bondbönor		torr, bondbönskross	Bondbönor (torkade)					Vicia faba	Torkat	Baljväxter	100 %	CHOLFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
31233	Bondbönor	TRUE	bönor, bondbönor, kokta	Bondbönor	bondböna, bondbönor				Vicia faba	Kokt	Baljväxter	100 %	CHOLFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
650	Bondost	TRUE	ost, hemost, 9-14% fett	Bondost	bondost, hemost					Industriellt	Ost	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
161	Bovetemjöl	TRUE	bovetegryn, bovete	Bovetemjöl			0.5		Fagopyrum esculentum	Obehandlat	Övrigt spannmål	100 %	UNSWEET, SOYAFREE, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
814	Braxen	TRUE		Braxen	braxen, braxenfilé				Abramis brama	Obehandlat	Fisk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, GLUTFREE, EGGFREE
844	Braxen		rökt	Rökt braxen					Abramis brama	Rökt	Fiskprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, HIGHSALT, GLUTFREE, EGGFREE
324	Broccoli	TRUE		Broccoli	broccolis	320			Brassica oleracea var. italica	Obehandlat	Kål	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
32257	Broilerpålägg	TRUE	pålägg av helt kött, 2% fett, hk	Broilerpålägg	broilerpålägg					Ugnsstekt	Köttprodukter	100 %	SOYAFREE, NAGLUFRE, MILKFREE, LACSFREE, LOWFAT, LOWCHOL, HIGHSALT, GLUTFREE, EGGFREE
33872	Bröstmjölk	TRUE		Bröstmjölk						Icke-definierat	Modersmjölksersättningar och modersmjölk	100 %	LOWSALT, LACVEGE, LOWCHOL, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
373	Bruna bönor	TRUE	medelvärde	Bruna bönor	brun böna		0.85		Phaseolus vulgaris	Torkat	Baljväxter	100 %	CHOLFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
327	Brysselkål	TRUE	rosenkål, brysselkål	Brysselkål					Brassica oleracea var. gemmifera	Obehandlat	Kål	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
28991	Cafe au lait	TRUE	osötad, helmjölk	Cafe au lait	cafe au lait		1			Blandat	Kaffe	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
29091	Cappuccino		osötad, fettfri mjölk	Cappuccino						Blandat	Kaffe	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33441	Cappuccino	TRUE	osötad, lättmjölk	Cappuccino	cappuccino					Blandat	Kaffe	100 %	LOWSALT, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
11086	Cashewnöt	TRUE		Cashewnötter	cashewnötter		0.5		Anacardium occidentale	Obehandlat	Nötter, frön	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
33130	Cashewnöt		saltad	Saltade cashewnötter			0.5		Anacardium occidentale	Rostat	Nötter, frön	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
33265	Cashewnöt		överdragen med mjölkchoklad, choklad, mjölkchoklad	Cashewnötter överdragna med mjölkchoklad			0.58			Industriellt	Nötter, frön	100 %	SOYAFREE, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33266	Cashewnöt		överdragen med yoghurt, yoghurt	Cashewnötter överdragna med yohghurt			0.58			Industriellt	Nötter, frön	100 %	SOYAFREE, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
345	Champinjon	TRUE		Champinjoner	champinjoner	40	0.3		Agaricus bisporus	Obehandlat	Svamp	100 %	CHOLFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
11064	Champinjon		konserv, konserverade	Champinjoner (konverv)					Agaricus bisporus	Konserverat	Svamp	100 %	CHOLFREE, LACSFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, HIGHSALT, VEGAN, FATFREE
698	Cheddar	TRUE	34% fett	Cheddar	cheddarost					Industriellt	Ost	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33128	Chilinöt	TRUE		Chilinötter	chilinötter					Torkat	Nötter, frön	100 %	UNSWEET, LACVEGE, HIGHSALT, LACOVEGE, EGGFREE
32509	Choklad		chokladbit, innehåller kex och kola, twix	Chokladbit						Industriellt	Choklad	100 %	
6	Choklad	TRUE	medelvärde	Choklad	choklad, mjölkchoklad, marabou, nötchoklad					Industriellt	Choklad	100 %	LACVEGE, LACOVEGE, EGGFREE
33	Choklad		mjölkchoklad, mjölk	Mjölkchoklad						Industriellt	Choklad	100 %	
33889	Choklad		mjölkchoklad, hasselnötter	Mjölkchoklad med hasselnötter						Industriellt	Choklad	100 %	
33542	Choklad		mörk, 80%	Mörk choklad 80%						Industriellt	Choklad	100 %	
32	Choklad		mörk, mörk choklad	Mörk choklad						Industriellt	Choklad	100 %	LACVEGE, LACOVEGE, EGGFREE
37	Choklad		sockerfri, syntetiskt sötad	Sockerfri choklad						Industriellt	Choklad	100 %	LACVEGE, LACOVEGE, EGGFREE
29156	Choklad		vit choklad	Vit choklad						Industriellt	Choklad	100 %	
63	Chokladbar		låg fetthalt	Chokladbar						Industriellt	Choklad	100 %	LACOVEGE,
14	Chokladbar	TRUE	med choklad, medelvärde	Chokladbar	chokladstång, chokladbit, chokladbitar					Industriellt	Choklad	100 %	LACOVEGE,
44	Chokladbar		med chokladfyllning, medelvärde	Chokladbar med chokladfyllning						Industriellt	Choklad	100 %	LACOVEGE,
34831	Chokladkonfekt	TRUE	chokladfyllning	Chokladkonfekt med chokladfyllning	chokladkonfekt					Industriellt	Choklad	100 %	LACVEGE, LACOVEGE, EGGFREE
7	Chokladkonfekt		marmeladfyllning	Chokladkonfekt med marmeladfyllning						Industriellt	Choklad	100 %	LACOVEGE,
31254	Chokladrussin	TRUE		Chokladrussin	chokladrussin, chokladöverdraget russin					Industriellt	Övrig frukt	100 %	
30636	Cider		lätt, 4,7 vol-% alkohol	Cider			1			Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
939	Cider		söt, 4,7 vol-% alkohol	Cider			1			Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, FATFREE, EGGFREE
29135	Cider		torr, 4,7 vol-% alkohol	Cider			1			Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, FATFREE, EGGFREE
30430	Cider		torr, 5,5 vol-% alkohol	Cider			1			Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
30432	Cider	TRUE	ciderdryck, 0,7 vol-% alkohol	Ciderdryck	cider, ciderdryck, ciderdricka		1			Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, FATFREE, LACOVEGE, EGGFREE
32739	Cider		ciderdryck, päron, alkoholfri, 0,02 vol-% alkohol	Ciderdryck			1	rainbow		Industriellt	Övriga alkoholdrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
911	Cider		söt, <3 vol-% alkohol	Cider			1			Industriellt	Övriga alkoholdrycker	100 %	
34232	Cikoriasallat	TRUE	röd	Cikoriasallat	cikoriasallat, cikorasallad				Cichorium intybus var. foliosum	Obehandlat	Bladgrönsaker	100 %	UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
28925	Citron	TRUE	medelvärde, vägd med skal	Citron	citroner, citronskal, citroncest	150			Citrus limon	Obehandlat	Citrusfrukter	65 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
11048	Citron		skalad	Citron (skalad)		110			Citrus limon	Obehandlat	Citrusfrukter	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
