fineli_id	group_name	default	specific_tags	display_name	extra_tags	piece_weight	density_constant	example_brands	scientific_name	processing	classification	edible_portion	special_diets
32676	Matfettsblandning		57% fett, lättare, låg laktoshalt	Matfettsblandning				ingmariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
33178	Matfettsblandning		60% fett	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
32669	Matfettsblandning		60% fett, lättare, låg laktoshalt	Matfettsblandning				oivariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
34914	Matfettsblandning		60% fett fett	Matfettsblandning				benecol voi & rypsi		Industriellt	Margarin och matfett >55 %	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACSFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
31504	Matfettsblandning		70% fett	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
34932	Matfettsblandning		70% fett, normalsaltad	Matfettsblandning				creme bonjour voi & rypsiöljy		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
34924	Matfettsblandning		70% fett, normalsaltad	Matfettsblandning				flora & voi		Industriellt	Smör, mjölkfettblandningar	100 %	UNSWEET, SOYAFREE, NAGLUFRE, LOWSALT, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
34966	Matfettsblandning		72% fett, normalsaltad, låg laktoshalt, bredbar	Matfettsblandning				oivariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
32568	Matfettsblandning		75% fett, 10 ug vitamin d	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
32666	Matfettsblandning		75% fett, kraftigt saltad, låg laktoshalt	Matfettsblandning				oivariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, HIGHSALT, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
31505	Matfettsblandning		75% fett, laktosfri	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
32670	Matfettsblandning		75% fett, laktosfri	Matfettsblandning				oivariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
597	Matfettsblandning	TRUE	75% fett, medelvärde av industriella produkter	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
34964	Matfettsblandning		75% fett, normalsaltad, laktosfri	Matfettsblandning				ingmariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
32673	Matfettsblandning		75% fett, normalsaltad, låg laktoshalt	Matfettsblandning				ingmariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
32664	Matfettsblandning		75% fett, normalsaltad, låg laktoshalt	Matfettsblandning				oivariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
501	Matfettsblandning		80% fett	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31508	Matfettsblandning		80% fett, flytande, medelvärde	Matfettsblandning						Industriellt	Matlagnings- och industrifett	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
586	Matfettsblandning		80% fett, hög salthalt	Matfettsblandning						Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, HIGHSALT, GLUTFREE, LACOVEGE, EGGFREE
32672	Matfettsblandning		82% fett, havssalt, låg laktoshalt	Matfettsblandning				ingmariini		Industriellt	Smör, mjölkfettblandningar	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
29065	Matlagningsgrädde	TRUE	15% fett	Matlagningsgrädde	kaffegrädde, vegetabilisk fettblandning		1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
632	Matlagningsgrädde		19% fett, kaffegrädde	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
30646	Matlagningsgrädde		5% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
31959	Matlagningsgrädde		smaksatt med ost, 10% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS
699	Matlagningsgrädde		vegetabilisk fettblandning, 15% fett	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33049	Matlagningsgrädde		vegetabilisk fettblandning, 4% fett	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
32710	Matlagningsgrädde		vegetabilisk fettblandning, 4% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
32716	Matlagningsgrädde		vegetabilisk fettblandning, 5% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
33048	Matlagningsgrädde		vegetabilisk fettblandning, 7% fett	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	SOYAFREE, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
32721	Matlagningsgrädde		vegetabilisk fettblandning, 7% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	
33047	Matlagningsgrädde		vegetabilisk fettblandning, 13% fett, låg laktoshalt	Matlagningsgrädde			1			Industriellt	Grädde/creme	100 %	
687	Matlagningsyoghurt	TRUE	6-8% fett, låg laktoshalt	Matlagningsyoghurt	matyoghurt, matlagnings yoghurt		1			Industriellt	Grädde/creme	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
541	Matolja	TRUE	medelvärde, 87% raps-, 8% solros- och 5% olivolja	Matolja	solrosolja		0.93			Industriellt	Olja	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
531	Matolja		för livsmedelindustri, 70% rapsolja, 30% palmolja	Matolja			0.93			Industriellt	Olja	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LOWSALT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
30306	Medvurst	TRUE		Medvurst						Industriellt	Korv	100 %	NAGLUFRE, MILKFREE, LACSFREE, LOWCHOL, HIGHSALT, GLUTFREE, EGGFREE
30305	Medvurst		lätt, 15% fett	Medvurst						Industriellt	Korv	100 %	NAGLUFRE, LACSFREE, MILKFREE, LOWCHOL, HIGHSALT, GLUTFREE, EGGFREE
32407	Medvurst		ultralätt 9% fett	Medvurst						Industriellt	Korv	100 %	UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, LOWCHOL, LOWFAT, HIGHSALT, GLUTFREE, EGGFREE
33845	Medvurst		salami, 22%	Medvurst						Industriellt	Korv	100 %	MILKFREE, LACSFREE, HIGHSALT, GLUTFREE, EGGFREE
32451	Mellanmålsbar	TRUE	bär, mysli	Mellanmålsbar						Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE
33158	Mellanmålsbar		choklad, chocolate, vitaminerad	Mellanmålsbar				kellogg´s special k		Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE, VITAMADD
32700	Mellanmålsbar		choklad, mysli	Mellanmålsbar						Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE
35005	Mellanmålsbar		dadelstång med nötter, bare bar	Mellanmålsbar						Industriellt	Sötsaker	100 %	SOYAFREE, NAGLUFRE, LACSFREE, MILKFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
40	Mellanmålsbar		fiberrik	Mellanmålsbar						Industriellt	Sötsaker	100 %	MILKFREE, LACSFREE, LACVEGE, VEGAN, LACOVEGE, EGGFREE
32452	Mellanmålsbar		frukt, mysli	Mellanmålsbar						Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE
32450	Mellanmålsbar		fullkorn, mysli	Mellanmålsbar						Industriellt	Sötsaker	100 %	
33159	Mellanmålsbar		rice krispies cereal & milk bar, vitaminerad	Mellanmålsbar				kellogg´s		Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE, VITAMADD
32449	Mellanmålsbar		yoghurt, mysli	Mellanmålsbar						Industriellt	Sötsaker	100 %	LACVEGE, LACOVEGE, EGGFREE
33272	Mellanmålsbar		choklad och flingor, vitaminerad, coco pops rocks	Mellanmålsbar				kellogg´s		Industriellt	Sötsaker	100 %	
34612	Mellanmålsdryck	TRUE	fettfri, laktosfri, d-vit, probiotika	Mellanmålsdryck			1	gefilus		Industriellt	Mjölk	100 %	SOYAFREE, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, LOWFAT, FATFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
34614	Mellanmålsdryck		2% fett, laktosfri, 1 ug vitamin d, probiotika	Mellanmålsdryck			1	gefilus kefir		Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
34615	Mellanmålsdryck		naturell, laktosfri, 2,5% fett, 1 ug vitamin d	Mellanmålsdryck			1	gefilus kefir		Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
915	Mineralvatten	TRUE		Mineralvatten	sodavatten, soda vatten		1			Industriellt	Vatten	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
921	Mineralvatten		låg natriumhalt	Mineralvatten			1			Industriellt	Vatten	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
32771	Mineralvatten		med tillsatt kalcium, hartwall	Mineralvatten			1	novelle plus		Industriellt	Vatten	100 %	UNSWEET, SOYAFREE, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
32772	Mineralvatten		novelle plus, vitamin c och magnesium	Mineralvatten			1	novelle plus, hartwall		Industriellt	Vatten	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE, VITAMADD
32770	Mineralvatten		novelle plus, zink och vitamin e, sötad med fruktos	Mineralvatten			1	novelle plus, hartwall		Industriellt	Vatten	100 %	SOYAFREE, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
30451	Mineralvatten		sötad med fruktos	Mineralvatten			1			Industriellt	Vatten	100 %	SOYAFREE, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
32773	Mineralvatten		sötat med fruktos, medelvärde	Mineralvatten			1	novelle friss, hartwall		Industriellt	Vatten	100 %	UNSWEET, SOYAFREE, LOWPROT, NAGLUFRE, MILKFREE, LACSFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE, VITAMADD
34988	Mineralvatten		med juice	Mineralvatten			1			Industriellt	Vatten	100 %	SOYAFREE, NAGLUFRE, LOWPROT, LACSFREE, MILKFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
912	Mjöd	TRUE		Mjöd			1			Industriellt	Läskedrycker	100 %	SOYAFREE, NAGLUFRE, LOWPROT, MILKFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
33631	Mjöl		glutenfri mjölblandning, medelvärde av industriella produkter	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	GLUTFREE,
185	Mjöl		glutenfri mjölblandning, vetestärkelsepreparat	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, UNSWEET, MILKFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31683	Mjöl		glutenfri mjölblandning av vetestärkelse, vitaminerad	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, UNSWEET, MILKFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
160	Mjöl		hirsgryn, hirs	Mjöl			0.6		Panicum miliaceum	Obehandlat	Övrigt spannmål	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, MILKFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
31550	Mjöl		mjölblandning, ljus, glutenfri, vetestärkelsepreparat, mjölkpulver	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31544	Mjöl		mjölblandning, ljus, naturligt glutenfri	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, NAGLUFRE, MILKFREE, LACSFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
31532	Mjöl		mjölblandning, mörk, naturligt glutenfri	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, LACVEGE, VEGAN, GLUTFREE, LACOVEGE, EGGFREE
29499	Mjöl		mjölblandning, naturligt glutenfri, ris-majs-potatis	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, NAGLUFRE, MILKFREE, SALTFREE, LACVEGE, GLUTFREE, VEGAN, LACOVEGE, EGGFREE
125	Mjöl		mjölblandning, semlemjöl, vetemjöl, rågmjöl, vetekross	Mjöl			0.6			Blandat	Vete	100 %	SOYAFREE, UNSWEET, MILKFREE, LACSFREE, SALTFREE, LACVEGE, VEGAN, LACOVEGE, EGGFREE
154	Mjöl		mjölblandning, talkkuna-mjöl, innehåller korn	Mjöl			0.6			Obehandlat	Övrigt spannmål	100 %	SOYAFREE, UNSWEET, MILKFREE, LACSFREE, SALTFREE, LACVEGE, VEGAN, LACOVEGE, EGGFREE
31534	Mjöl		mjölblandning glutenfri, vetestärkelsepreparat, vitaminerad, mjölk	Mjöl			0.6			Blandat	Övrigt spannmål	100 %	SOYAFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
189	Mjöl	TRUE	råg-vetemjölsblandning	Råg/vetemjöl	rågmjöl, vetemjöl, mjölblandning, semlemjöl, vetekross		0.6			Blandat	Råg	100 %	SOYAFREE, UNSWEET, MILKFREE, LACSFREE, SALTFREE, LACVEGE, VEGAN, LACOVEGE, EGGFREE
627	Mjölk		1 ug vitamin d	Mjölk			1	ettans		Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
606	Mjölk		fettfri, 1 ug vitamin d	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
34862	Mjölk		fettfri, 1 ug vitamin d, valio profeel voimamaitojuoma, laktosfri	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
31888	Mjölk		fettfri, 2 ug vitamin d, valio plus	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
30423	Mjölk		fettfri, laktosfri, 1 ug vitamin d	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33791	Mjölk		fettfri, laktosfri, 2 ug vitamin d, valio eila	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
11145	Mjölk		fettfri, låg laktoshalt, 1 ug vitamin d	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
11572	Mjölk		fettfri, tillsatt kalcium, 0,5 ug vitamin d	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
29211	Mjölk		fettfri, utan tillsatt vitamin d, ekologisk	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
604	Mjölk		getmjölk	Mjölk			1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
600	Mjölk		gårdsmjölk, råmjölk, 4,4% fett, utan tillsatt vitamin d	Mjölk			1			Obehandlat	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33466	Mjölk	TRUE	medelvärde, 1 ug vitamin d	Mjölk	getmjölk, gårdsmjölk, mellanmjölk		1			Industriellt	Mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, VITAMADD
672	Mjölkpulver	TRUE	fettfritt	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, SALTFREE, LACVEGE, LOWFAT, GLUTFREE, LACOVEGE, EGGFREE
31496	Mjölkpulver		fettfritt, 5 ug tillsatt vitamin d	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, UNSWEET, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31498	Mjölkpulver		fettfritt, laktosfritt	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, UNSWEET, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31488	Mjölkpulver		fettfritt, laktosfritt, 5 ug vitamin d	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
31497	Mjölkpulver		fettfritt, låg laktoshalt	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, UNSWEET, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
31487	Mjölkpulver		fettfritt, låg laktoshalt, 5 ug vitamin d	Mjölkpulver			0.5			Torkat	Övrig mjölk	100 %	SOYAFREE, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
32701	Mjukglass	TRUE	soft ice, utan våffla	Mjukglass						Industriellt	Glass	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
661	Mjukglass		soft ice med våffel	Mjukglass						Industriellt	Glass	100 %	SOYAFREE, LACVEGE, LACOVEGE
29413	Modersmjölksersättning	TRUE	Modersmjölksersättning, drickfärdig, medelvärde	Modersmjölksersättning	mjölkersättning					Industriellt	Modersmjölksersättningar och modersmjölk	100 %	
29412	Modersmjölksersättning		Modersmjölksersättning, pulver, medelvärde	Modersmjölksersättning						Torkat	Modersmjölksersättningar och modersmjölk	100 %	SOYAFREE, NAGLUFRE, SALTFREE, GLUTFREE, EGGFREE
300	Morot	TRUE		Morot	morötter, sommarmorötter, sommarmorot, minimorötter, minimorot	100			Daucus carota	Obehandlat	Rot- och knölväxter	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
302	Morot		torkad	Morot (torkad)					Daucus carota	Torkat	Rot- och knölväxter	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
845	Mört	TRUE		Mört	mörtar				Rutilus rutilus	Obehandlat	Fisk	100 %	SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, LACSFREE, SALTFREE, GLUTFREE, EGGFREE
29239	Mozzarella	TRUE	20% fett	Mozzarella	mozarella, mozzarella, mozzarrella, mozzarellaost, mozarellaost, mozarellaostar, mozzarellaostar					Industriellt	Ost	100 %	SOYAFREE, UNSWEET, LOWSALT, NAGLUFRE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
469	Multivitaminjuice	TRUE	Juice, fem frukters juice, vitamin c	Multivitaminjuice	multivitamin juice					Mosat	Juicer	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LOWCHOL, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, UNSWEET, SOYAFREE, LOWSALT, NAGLUFRE, MILKFREE, LOWFAT, VEGAN, FATFREE
31213	Mungobönor	TRUE	kokta	Mungobönor	mungoböna				Vigna radiata	Kokt	Baljväxter	100 %	CHOLFREE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
334	Nässla	TRUE		Nässla	nässlor				Urtica dioica	Obehandlat	Bladgrönsaker	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN
28915	Nät/cantaluponmelon	TRUE	vägd med skal	Nät/cantaluponmelon	nätmelon, cantaloupe, cantaluponmelon	500			Cucumis melo L. var. retuculata/cantalupensis	Obehandlat	Övrig frukt	50 %	CHOLFREE, LOWSALT, LACSFREE, MILKFREE, LACVEGE, LOWCHOL, LOWFAT, GLUTFREE, VEGAN, FATFREE, LACOVEGE, EGGFREE
477	Nät/cantaluponmelon		skalad	Nät/cantaluponmelon		440			Cucumis melo var. cantalupensis/reticulata	Obehandlat	Övrig frukt	100 %	CHOLFREE, LOWPROT, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE, SOYAFREE, UNSWEET, NAGLUFRE, MILKFREE, VEGAN, FATFREE
33295	Naturell yoghurt		fettfri, a+, låg laktoshalt, naturell, 1 ug d-vitamin	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LOWFAT, LACVEGE, GLUTFREE, LACOVEGE, FATFREE, EGGFREE, VITAMADD
11736	Naturell yoghurt		1,5% fett	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
33162	Naturell yoghurt	TRUE	2,5% fett	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, EGGFREE
34636	Naturell yoghurt		2,5% fett, ekologisk, laktosfri	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
619	Naturell yoghurt		2,5% fett, låg laktoshalt	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
34656	Naturell yoghurt		4% fett, laktosfri, probiotika	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE
34630	Naturell yoghurt		a+, 2,5% fett, laktosfri, 1 ug vitamin d	Naturell yoghurt			1			Industriellt	Syrade mjölkprodukter	100 %	SOYAFREE, UNSWEET, NAGLUFRE, LACSFREE, SALTFREE, LACVEGE, GLUTFREE, LACOVEGE, LOWLACS, EGGFREE, VITAMADD
