id	name	energi, beräknad (kJ)	kolhydrater, digererbara (g)	fett, totalt (g)	protein, totalt (g)	alkohol (g)	fiber, totalt (g)	organiska syror, totalt (g)	sockeralkoholer (g)	stärkelse, totalt (g)	sockerarter, totalt (g)	fruktos (g)	galaktos (g)	glukos (g)	laktos (g)	maltos (g)	sackaros (g)	polysackarider, icke-cellulosa, lösliga (g)	fiber, olöslig (g)	fettsyror, totalt (g)	fettsyror, fleromättade (g)	fettsyror, enkelomättade cis (g)	fettsyror, mättade (g)	fettsyror, trans (g)	fettsyror, n-3 fleromättade (g)	fettsyror, n-6 fleromättade (g)	fettsyra 18:2 cis,cis n-6 (linolsyra) (mg)	fettsyra 18:3 n-3 (alfa-linolensyra) (mg)	fettsyra 20:5 n-3 (EPA) (mg)	fettsyra 22:6 n-3 (DHA) (mg)	kolesterol (GC) (mg)	steroler, totalt (mg)	kalcium (mg)	järn (mg)	jodid (jod) (µg)	kalium (mg)	magnesium (mg)	natrium (mg)	salt (mg)	fosfor (mg)	selen (µg)	zink (mg)	tryptofan (mg)	folat, total (µg)	niacinekvivalenter (mg)	niacin (nikotinsyra+nikotinamid) (mg)	pyridoxin vitamerer (hydroklorid) (mg)	riboflavin (mg)	tiamin (vitamin B1) (mg)	vitamin B12 (kobalamin) (µg)	vitamin C (askorbinsyra) (mg)	vitamin A RAE (µg)	karotenoider, totalt (µg)	vitamin D (µg)	vitamin E, alfatokoferol (mg)	vitamin K, totalt (µg)
35002	Sportdryck, protein, protein smoothie, fast	182	1.7	0.6	7.6	0	<0.1	<0.1	0	<0.1	1.6	0.3	0.4	0.6	<0.1	<0.1	0.2	<0.1	<0.1	0.6	<0.1	0.2	0.4	0	<0.1	<0.1	2	2	0	0	<0.1	0.5	3.2	<0.1	<0.1	11.9	0.6	9	22.9	1	<0.1	<0.1	182.4	1.7	<0.1	<0.1	<0.01	<0.01	<0.01	0	2.5	0.8	11.6	0	<0.1	00.09
35000	Sportdryck, proteindryck, protein shake, fast	264	4.6	0.3	10	0	0.3	0.2	0	0.1	4.5	0	0	0	4.5	0	0	<0.1	0.2	0.2	<0.1	<0.1	0.2	<0.1	<0.1	<0.1	8	<1	0	0	2.7	1	255.1	0.2	16	362.2	16.7	100.5	256	86.7	2.4	0.4	100.5	4.1	0.8	0.1	00.04	00.16	00.03	0.3	1.1	0.7	3.3	0	<0.1	00.18
34999	Sportdryck, återhämtningsdryck, gainomax	440	16.7	0.5	7.9	0	0	0.2	0	7.2	8.8	0	1.7	1.8	0.6	0.5	4.2	0	0	0.5	<0.1	0.1	0.4	<0.1	<0.1	<0.1	8	2	0	0	4	0	210	<0.1	12	267.4	9.9	85.6	218	71.8	2.2	0.3	80.5	3.3	0.7	<0.1	00.04	00.14	00.03	0.3	0.9	4.6	4.9	0	<0.1	00.05
32708	Spraygrädde, vispgräddeprodukt, industriell	1013	9.9	21.8	2.2	0	0	0.1	0	0	8.9	0	0	0.3	3.3	0.2	5	0	0	20.4	0.4	2.9	16.6	0.5	<0.1	0.2	225	45	0	0	42.9	6.8	79.8	<0.1	12	105.8	7.7	30.7	78.3	62.7	1.9	0.3	27.2	5.2	0.5	<0.1	00.03	00.15	00.02	0.2	0.8	182.7	79.8	0.1	0.6	08.37
389	Squash, zucchini	76	2.5	0.4	0.6	0	0.7	0.2	0	0	2.5	1.4	N/A	1.1	0	0	0	0.6	1.4	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	15	26	0	0	0	7.8	15	0.8	1	360	22	2.4	6.1	45	0.5	0.3	10	52	0.4	0.2	0.1	00.02	00.12	0	21	3.3	612	0	<0.1	3
906	Starksprit, vodka, gin	957	0	0	0	33	0	N/A	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	Starkspritsättika	138	0.5	0	0	0	0	10	0	0	0.5	0.2	N/A	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
905	Starkvin, sött, bitter, sherry, vermouth, madeira, fruktvin	657	11.5	0	0.2	15.8	0	N/A	0	0	11.5	4.8	N/A	4.8	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8	0.7	0	93	8.6	4	10.2	9.4	0.1	<0.1	0	0	0.1	0.1	<0.01	0	0	0	0	0	0	0	0	N/A
550	Stekfett, ister	3591	0	96.5	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.5	3.5	33	55.8	2.3	0.5	2.8	2797	532	0	0	95	0	0	0	0	0	0	0	0	0	<0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0
11685	Stekolja, palmolja 50 %, palmkärnsolja 25 %, rypsolja 25 %	3700	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.5	13.3	35.9	46.3	0	2.8	10.5	10470	2819	0	0	34.5	151.9	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3	48.07.00
368	Stenmurkla	75	0.5	0.5	1.8	0	1.9	0.1	N/A	0.2	0.3	0.2	N/A	0.1	0	0	0	0.1	1.3	0.4	0.2	<0.1	<0.1	0	<0.1	0.2	172	<1	0	0	0	0	5	2.7	1	340	0.1	2.8	7.1	72	39	0.7	29.5	21	5.9	5.4	00.22	0.4	0.1	0	5	0	0	4.4	0	00.02
29410	Stensopp	126	2.4	0.2	3.1	0	3	N/A	N/A	0.8	1.6	<0.1	N/A	<0.1	0	<0.1	<0.1	0.1	1.8	0.2	0.1	<0.1	<0.1	0	0	0.1	150	0	0	0	0	N/A	1.4	0.8	1	270	6.9	5	12.8	47	11	0.9	210	29.5	8.4	4.9	00.18	00.35	00.14	<0.1	0.2	0	0	2.6	0	0.3
29207	Strömming, filé	601	0	8.9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1	3.4	2.6	2	0	2.4	0.9	472	174	413	586	88.5	0	87.4	0.8	60.3	390.4	28.2	61.9	157.7	200	31.2	2.4	200	15.5	7.4	4.1	00.25	00.21	00.01	14.9	0	9.2	0	17.9	2.3	00.23
800	Strömming, färsk, östersjön	504	0	6.1	16.3	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	5.6	2	2	1.6	<0.1	1.4	0.4	277	125	402	606	77	0	327	1.2	52.4	379	32	71	180.9	200	27.1	2.2	200	13.5	5.9	2.6	00.22	00.18	<0.01	13	0	8	0	15.6	2	0.2
838	Strömming, krydd-/saltströmming, medelvärde	474	0	6	14.8	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	5.4	1.9	2	1.5	<0.1	1.4	0.4	271	123	394	593	59.3	0.3	71	0.6	<0.1	270	22	1443.5	3677.9	200	26.6	1.7	418	13.2	9.5	2.5	00.27	00.02	<0.01	12.7	0	7.8	0	17	1.9	0.2
802	Strömming, rökt, östersjön	598	0	7.5	18.8	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	6.8	2.4	2.5	1.9	<0.1	1.8	0.5	340	154	495	745	97	0	43	0.9	30	380	29	860	2191.3	240	35	1.3	260	16.6	7.5	3.2	01.01	0.2	00.02	16	0	39.7	0	17	2	00.25
801	Strömming, saltad, östersjön	495	0	6	16	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	5.4	1.9	2	1.5	<0.1	1.4	0.4	271	123	394	593	84.7	0	71	0.6	55	270	22	5742.1	14630.8	200	26.6	1.7	418	13.2	9.5	2.5	00.27	0.3	00.03	12.7	0	7.8	0	17	1.9	0.2
860	Strömming i dillsås/senapssås	748	0	15.1	11.1	0	0	<0.1	0	0	0	0	0	0	0	0	0	0	0	12.6	4.9	5.9	1.8	<0.1	1.9	2.9	2784	930	296	445	59.3	55.9	56.4	0.5	<0.1	206.2	16.9	1242.6	3166.1	154.1	20.1	1.3	313.5	9.9	7.1	1.9	0.2	00.02	<0.01	9.6	0	5.9	0	12.8	3	12.15
946	Stärkelsesirap, glukossirap	1326	78	0	0	0	0	0	0	0	25.7	0	0	14.8	0	10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	N/A	3.3	0.1	3.7	9.4	4.4	1	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32699	Suffeli puffi snacks, majspuffar med chokladsmakande glasyr	2222	58.1	30.3	6.1	0	1.1	0	0	7.8	48.2	0	0	0.6	11.1	0.4	36.1	0.2	0.7	28.8	0.6	7.8	20.2	0.2	0.1	0.5	508	110	0	0	16.9	52	222.1	0.5	24	454.1	42.4	100	254.8	196.1	4.3	0.9	81.9	11.2	1.8	0.5	00.14	00.41	00.08	0.5	1.6	32.9	153.5	<0.1	0.3	04.38
11072	Surgurka	43	1.3	0.1	0.6	0	0.6	0.2	0	0	1.3	0.6	0	0.6	0	0	0	0.4	0.6	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	13	24	0	0	0	7	20.3	0.2	1.1	200.7	12.1	1163.2	2963.9	28.5	0.5	<0.1	9	8.7	0.3	0.2	00.04	00.08	00.04	0	7.2	10.1	551.1	0	<0.1	13.5
33679	Surmjölk, ab-surmjölk, 1,5 % fett, 1 ug vitamin d, probiotika	191	4.8	1.5	3	0	0	0.2	0	0	4.8	0	0	0	4.8	0	0	0	0	1.5	<0.1	0.4	1	<0.1	<0.1	<0.1	21	5	0	0	6.4	0	120	<0.1	13.8	150	11	41	104.5	90	2.8	0.4	44.3	4.2	0.8	0.1	00.05	00.18	00.04	0.4	1.1	12.9	8.7	1	<0.1	00.33
32737	Surmjölk, ab-surmjölk, 2,5 % fett, 1 ug vitamin d, probiotika	211	3.5	2.5	2.8	0	0	0.9	0	0	3.5	0	0	0	3.5	0	0	0	0	2.5	<0.1	0.6	1.7	<0.1	<0.1	<0.1	33	10	0	0	9.8	0.1	120	<0.1	17	150	11	50	127.4	90	2.8	0.4	44	9.8	0.8	0.1	00.05	00.18	00.03	0.4	0.6	23.2	12.7	1	<0.1	0.5
33678	Surmjölk, ab-surmjölk, 2 % fett, 1 ug vitamin d, probiotika	210	4.8	2	3	0	0	0.2	0	0	4.8	0	0	0	4.8	0	0	0	0	1.9	<0.1	0.5	1.4	<0.1	<0.1	<0.1	27	7	0	0	7.7	<0.1	120.5	<0.1	18	151.8	11	42.6	108.6	90	2.8	0.4	44.3	4.6	0.8	0.1	00.05	00.18	00.03	0.4	1.1	21.2	10.6	1	<0.1	00.45
33584	Surmjölk, ab-surmjölk, 2 % fett, probiotika	210	4.8	2	3	0	0	0.2	0	0	4.8	0	0	0	4.8	0	0	0	0	1.9	<0.1	0.5	1.4	<0.1	<0.1	<0.1	27	7	0	0	7.7	<0.1	120.5	<0.1	18	151.8	11	42.6	108.6	90	2.8	0.4	44.3	4.6	0.8	0.1	00.05	00.18	00.03	0.4	1.1	21.2	10.6	<0.1	<0.1	00.45
33685	Surmjölk, acidophilus-bifidus, 1,5 % fett, låg laktoshalt, probiotika	191	4.8	1.5	3	0	0	0.2	0	0	4.8	0	2.1	2.1	0.5	0	0	0	0	1.5	<0.1	0.4	1	<0.1	<0.1	<0.1	21	5	0	0	6.4	0	120	<0.1	15	150	11	41	104.5	90	2.8	0.4	44.3	4.2	0.8	0.1	00.05	00.18	00.04	0.4	1.1	12.8	10.3	0	<0.1	00.13
616	Surmjölk, acidophilus-surmjölk, 2,5 % fett, 1 ug vitamin d, probiotika	211	3.5	2.5	2.8	0	0	0.9	0	0	3.5	0	0	0	3.5	0	0	0	0	2.5	<0.1	0.6	1.7	<0.1	<0.1	<0.1	33	10	0	0	9.8	0.1	120	<0.1	17	150	11	50	127.4	90	2.8	0.4	44	9.8	0.8	0.1	00.05	00.18	00.03	0.4	0.6	23.2	12.7	1	<0.1	0.5
33681	Surmjölk, aktiivipiimä, 0,4 % fett, låg laktoshalt, 1 ug vitamin d, probiotika	152	4.9	0.4	3	0	0	0.2	0	0	4.9	0	2.2	2.2	0.5	0	0	0	0	0.4	<0.1	<0.1	0.3	<0.1	<0.1	<0.1	7	1	0	0	2.2	0	180	<0.1	14	157.8	11.8	43.3	110.4	90	2.8	0.4	45.6	4.2	0.9	<0.1	00.05	00.19	00.03	0.4	1.2	3.4	4.8	1	<0.1	00.04
29212	Surmjölk, ekologisk, fettfri, utan tillsatt vitamin d	126	3.6	0.1	2.9	0	0	0.9	0	0	3.6	0	0	0	3.6	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0.1	120	<0.1	17	190	14	56	142.7	120	2.8	0.5	46	14.2	0.9	0.1	00.04	00.18	00.03	0.4	1	5.1	3.3	0	<0.1	<0.01
32593	Surmjölk, fettfri, 0,5 ug vitamin d	142	4.9	0.1	3.1	0	0	0.2	0	0	4.9	0	0	0	4.9	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	1	0	121	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	4.2	0.9	0.1	00.05	00.19	00.03	0.4	1.2	5.1	3.3	0.5	<0.1	00.16
612	Surmjölk, fettfri, 1 ug vitamin d	126	3.6	0.1	2.9	0	0	0.9	0	0	3.6	0	0	0	3.6	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0.1	143	<0.1	17	190	14	56	142.7	120	2.8	0.5	46	14.2	0.9	0.1	00.04	00.18	00.03	0.4	1	5.1	3.3	1	<0.1	<0.01
32595	Surmjölk, fettfri, laktosfri, 0,5 ug vitamin d	121	3.7	0.1	3.1	0	0	0.2	0	0	3.7	0	1.6	1.6	0.5	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0	121	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	4.2	0.9	0.1	00.05	00.19	00.03	0.4	1.2	5.1	3.3	0.5	<0.1	<0.01
31900	Surmjölk, fettfri, laktosfri, 1 ug vitamin d	106	2.8	0.1	3.1	0	0	0.2	0	0	2.8	0	1.4	1.4	0	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0	121	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	4.2	0.9	0.1	00.05	00.19	00.03	0.4	1.2	5.1	3.3	1	<0.1	<0.01
32594	Surmjölk, fettfri, låg laktoshalt, 0,5 ug vitamin d	142	4.9	0.1	3.1	0	0	0.2	0	0	4.9	0	2.2	2.2	0.5	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	1	0	121	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	4.2	0.9	0.1	00.05	00.19	00.03	0.4	1.2	5.1	3.3	0.5	<0.1	<0.01
11165	Surmjölk, fettfri, låg laktoshalt, 1 ug vitamin d	121	3.7	0.1	3.1	0	0	0.2	0	0	3.7	0	1.6	1.6	0.5	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0	121	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	4.2	0.9	0.1	00.05	00.19	00.03	0.4	1.2	5.1	3.3	1	<0.1	<0.01
33852	Surmjölk, fettfri, valio eila, 2 ug vitamin d	126	3.6	0.1	2.9	0	0	0.9	0	0	3.6	0	0	0	3.6	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	5	0.1	120	<0.1	17	190	14	56	142.7	120	2.8	0.5	46	14.2	0.9	0.1	00.04	0.2	00.03	0.4	1	5.1	3.3	2	<0.1	<0.01
611	Surmjölk, hushållssurmjölk, 0,8 % fett, 1 ug vitamin d	161	3.6	0.8	3.4	0	0	0.9	0	0	3.6	0	0	0	3.6	0	0	0	0	0.6	<0.1	0.2	0.5	<0.1	<0.1	<0.1	8	3	0	0	6.6	0	125	<0.1	17	170	12	48	122.3	100	2.8	0.5	54	14.2	1	0.1	00.05	00.19	00.03	0.4	1	5.1	3.4	0.5	<0.1	00.22
32592	Surmjölk, kärnmjölk, 0,3 % fett, 0,5 ug vitamin d	120	2	0.5	3.4	0	0	0.8	0	0	2	0	0	0	2	0	0	0	0	0.4	<0.1	0.1	0.3	<0.1	<0.1	<0.1	11	3	0	0	5.6	0.1	130	<0.1	17	170	12	45	114.7	100	2.8	0.5	53	14	1	0.1	00.05	0.2	00.03	0.4	1	3.4	4.5	0.5	<0.1	<0.01
613	Surmjölk, kärnmjölk, 0,3 % fett, 1 ug vitamin d	120	2	0.5	3.4	0	0	0.8	0	0	2	0	0	0	2	0	0	0	0	0.4	<0.1	0.1	0.3	<0.1	<0.1	<0.1	11	3	0	0	5.6	0.1	130	<0.1	17	170	12	45	114.7	100	2.8	0.5	53	14	1	0.1	00.05	0.2	00.03	0.4	1	3.4	4.5	1	<0.1	<0.01
33682	Surmjölk, lätt, 2 %, låg laktoshalt, 1 ug vitamin d	208	4.8	2	3	0	0	0.2	0	0	4.8	0	2.1	2.1	0.5	0	0	0	0	1.9	<0.1	0.4	1.3	<0.1	<0.1	<0.1	27	7	0	0	7.5	<0.1	121	<0.1	15	152.4	11	41.7	106.3	90	2.8	0.4	44.3	4.7	0.8	0.1	00.05	00.18	00.03	0.4	1.1	16.6	11.5	1	<0.1	00.29
33683	Surmjölk, lätt, 2 % fett	209	4.8	2	3	0	0	0.2	0	0	4.8	0	0	0	4.8	0	0	0	0	1.9	<0.1	0.5	1.3	<0.1	<0.1	<0.1	27	7	0	0	7.5	<0.1	121	<0.1	17.2	152.5	11	41.8	106.4	90	2.8	0.4	44.3	4.7	0.8	0.1	00.05	00.18	00.03	0.4	1.1	19.9	10.3	<0.1	<0.1	00.45
33675	Surmjölk, lätt surmjölk 1 % fett, låg laktoshalt, 1 ug vitamin d	179	4.8	1	3.4	0	0	0.2	0	0	4.8	0	0	0	4.8	0	0	0	0	0.9	<0.1	0.2	0.7	<0.1	<0.1	<0.1	14	3	0	0	4	0.1	120	<0.1	13.8	150	11	41	104.5	90	2.8	0.4	49.9	4.2	0.9	0.1	00.05	00.18	00.04	0.4	1	8.2	6.8	1	<0.1	00.09
33117	Surmjölk, valio plus, fettfri, låg laktoshalt, 2 ug vitamin d	163	4.7	0.1	4.5	0	0	0.2	0	0	4.7	0	2.1	2.1	0.5	0	0	0	0	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	3	<1	0	0	1	0	165	<0.1	13.8	160	12	44	112.1	90	2.8	0.4	46	30	0.9	0.1	00.05	0.2	00.03	0.4	1.2	5.1	3.3	2	<0.1	00.16
33729	Surmjölk, vanilj, 0,4 % fett, låg laktoshalt, 0,9 ug vitamin d, probiotika	179	6.5	0.4	3	0	0	0.2	0	0	6.5	0	2.2	2.2	0.5	0	1.7	0	0	0.4	<0.1	<0.1	0.3	<0.1	<0.1	<0.1	7	1	0	0	2.1	0	160	<0.1	13.9	155.2	11.6	42.6	108.6	88.5	2.7	0.4	44.9	4.2	0.8	<0.1	00.05	00.18	00.03	0.4	1.2	3.3	4.7	0.9	<0.1	00.03
914	Svagdricka	36	1.8	0	0.3	0	0	N/A	N/A	0	1.8	N/A	N/A	N/A	0	N/A	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	5.5	<0.1	1	33	8.1	2.1	5.3	15	<0.1	<0.1	N/A	6	0	0	0	0	0	0	0	0	0	0	0	N/A
936	Svagt vin, 4-5 vol-% alkohol	256	8.3	<0.1	0.2	3.7	0	0.4	0	0	8.3	0.4	0	0.3	0	0	7.6	0	0	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	1	<1	0	0	0	1.4	10.8	0.3	1.4	40.7	4.1	2.2	5.6	4.1	0.1	<0.1	0.2	0	<0.1	<0.1	00.01	<0.01	<0.01	0	1.5	0	0	0	0	0
344	Svamp, konserv, i ättika	160	5.3	0.5	1.6	0	2.4	0.4	−1	0.2	5.1	<0.1	0	<0.1	0	0	5	0.1	2.3	0.5	0.2	0.2	<0.1	0	<0.1	0.2	184	<1	0	0	0	0	4.8	2.6	2.9	323	8.6	983	2504.7	68.4	32.4	0.9	23.4	18.9	5.1	4.8	00.07	00.38	0.1	0	1.9	0	0	4.8	0	00.26
343	Svamp, riska, saltad	98	2.3	0.5	1.6	0	1.5	0.1	−1	1.5	0.8	0	N/A	0.8	0	0	0	0.2	2.7	0.6	0.2	0.2	<0.1	0	<0.1	0.2	204	<1	0	0	0	17.8	5	2.7	3	340	9	983	2504.7	72	36	0.7	26	21	5.7	5.3	00.22	0.4	0.1	0	2	0	0	5.3	0	00.29
342	Svamp, sopp, kremla	116	2.9	0.5	1.8	0	1.9	0.1	N/A	0.9	2	0.1	N/A	1.2	0	0	0.7	0.1	1.8	0.4	0.2	<0.1	<0.1	0	<0.1	0.2	172	<1	0	0	0	35	5	2.7	1	340	9	2.8	7.1	72	14.1	0.7	29.5	25.5	5.9	5.4	00.22	0.4	0.1	0	5	0	0	4.4	0	00.02
11177	Svartpeppar	1171	38.3	3.3	10.9	0	26.5	N/A	N/A	37.7	0.6	N/A	N/A	N/A	0	N/A	0	N/A	N/A	3.1	1.1	1	1	0	0.2	1	970	160	0	0	0	N/A	437	28.9	N/A	N/A	N/A	44	112.1	N/A	3.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21	14.9	415	0	0.7	N/A
312	Svartrot	263	10.5	0.4	0.5	0	7.3	0.3	0	3.9	6.6	0.1	N/A	0.6	0	0	5.9	1	6.3	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	24	36	0	0	0.3	5.2	53	3.3	0	320	23	5	12.7	76	0.4	0	15.1	31	0.5	0.4	00.08	00.04	00.11	0	4	0.3	28.9	0	<0.1	01.44
444	Svart vinbär	310	9.7	1.1	1.4	0	5.8	2.7	N/A	1.1	8.6	4.4	N/A	3.5	0	<0.1	0.6	1.9	3	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	45	27	0	0	0	8.8	72	1.2	1	340	24	2	5.1	58	0.1	0.3	13	14.2	0.5	0.3	00.08	00.02	00.04	0	128	8.2	542.2	0	2.2	30
701	Svinkropp, medelfet	1117	0	22.3	17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2	3.1	9.6	8	0.1	0.3	2.7	2525	230	0	21	51.7	0	8	1.1	3	320	21	53	135	180	16.5	2.8	211	1.6	8	4.4	00.34	00.26	01.09	0.6	0	9.3	0	0.5	0.4	03.28
476	Sylt, sötad med fruktos	605	33.5	0.3	0.1	0	1.8	0.8	0	0	33.5	31.5	0	1.6	0	0	0.5	0.6	1.2	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	36	35	0	0	0	9.1	11	0.2	7	55	4	38	96.8	8	0	0	0	0	0	0	0	00.03	00.02	0	2	1.3	79.3	0	0.6	06.07
33638	Såspulver, medelvärde av industriella produkter	1906	49.3	25.7	7.9	0	1	<0.1	0	40.3	9	0.2	0	0.2	3.8	0.2	4.5	0.2	0.7	24.2	1.9	7.9	13.4	1	<0.1	1.8	1819	83	0	4	20.6	57.7	126.4	0.5	9.1	179.9	24.1	3085	7860.6	78.7	4.3	0.4	71.1	9.1	1.1	0.2	00.06	00.09	00.04	0.2	0.8	18.5	46.3	<0.1	1.6	07.54
39	Sötningsmedel, aspartam, pulver	1700	97	0	3	0	0	N/A	0	97	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34802	Sötningsmedel, hermesetas gold, sackarin, aspartam och cyclamat	1071	0	0	63	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	10192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34805	Sötningsmedel, hermesetas liquid, sackarin och cyclamat	0	0	0	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	1936.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	Sötningsmedel, sackarin	0	0	0	0	0	0	N/A	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10550	26881.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33519	Sötningsmedel, stevia, canderel green pulver	1598	94	0	<0.1	0	0	N/A	N/A	91.1	2.9	N/A	N/A	N/A	0	N/A	N/A	0	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.8	9.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A
33521	Sötningsmedel, stevia, canderel green stick	1532	90.1	0	0	0	0	N/A	N/A	90.1	0	N/A	N/A	N/A	0	N/A	N/A	0	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.8	9.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A
33520	Sötningsmedel, stevia, canderel green tablett	1327	77.8	<0.1	<0.1	0	0	N/A	N/A	8.8	69	N/A	N/A	N/A	0	N/A	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.8	9.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A
32695	Sötsak, chokladkaramell med peppermyntsmak, marianne, fazer	1814	80.4	11	1.3	0	2	0	0	0.7	70.3	0	0	2.7	0.2	2	65.4	0.5	1.5	10.2	1.1	4.1	5	<0.1	0.2	0.9	927	175	0	0	0.8	25.6	12.3	0.8	4	235.6	34.4	6.3	16.1	47.5	0.7	0.5	16.1	2.7	0.4	0.1	<0.01	00.02	<0.01	<0.1	<0.1	1.2	3.1	<0.1	0.7	3.2
32502	Sötsak, dumle, fazer, kola med chokladöverdrag	1972	66.3	21.8	2.1	0	0.2	<0.1	0	<0.1	53	0	0	5.3	3.2	3.9	35	<0.1	0.1	20.7	1.8	7.9	11	<0.1	<0.1	1.8	1769	50	0	0	6	23	68	0.3	8.4	140.7	13.2	100	254.8	62	1.6	0.2	27.8	3.8	0.5	<0.1	00.04	00.12	00.02	0.2	0.5	11	5.6	<0.1	1.2	02.26
5	Sötsak, karamell	1488	87	0	0.5	0	0	N/A	0	33.5	53.5	0	N/A	9.3	0	6.8	37.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	7	1.4	12	100	28	100	254.8	4	1	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32503	Sötsak, karamell, mjölkchokladdragé, m&m's/amerikan pastilli	2003	72.3	17.9	5.8	0	1.6	0	0	0.6	71.7	0	0	0	2.8	0	68.9	0.4	1.2	16.8	0.5	5.8	10.4	<0.1	<0.1	0.4	404	66	0	0	9.2	37.7	113.5	0.9	11.3	376.8	40.8	42.9	109.3	104.3	1.5	0.6	62.7	7.8	1	0.2	00.05	00.12	00.02	0.2	0.6	16.6	10.2	<0.1	0.2	02.48
