id	name	energi, beräknad (kJ)	kolhydrater, digererbara (g)	fett, totalt (g)	protein, totalt (g)	alkohol (g)	fiber, totalt (g)	organiska syror, totalt (g)	sockeralkoholer (g)	stärkelse, totalt (g)	sockerarter, totalt (g)	fruktos (g)	galaktos (g)	glukos (g)	laktos (g)	maltos (g)	sackaros (g)	polysackarider, icke-cellulosa, lösliga (g)	fiber, olöslig (g)	fettsyror, totalt (g)	fettsyror, fleromättade (g)	fettsyror, enkelomättade cis (g)	fettsyror, mättade (g)	fettsyror, trans (g)	fettsyror, n-3 fleromättade (g)	fettsyror, n-6 fleromättade (g)	fettsyra 18:2 cis,cis n-6 (linolsyra) (mg)	fettsyra 18:3 n-3 (alfa-linolensyra) (mg)	fettsyra 20:5 n-3 (EPA) (mg)	fettsyra 22:6 n-3 (DHA) (mg)	kolesterol (GC) (mg)	steroler, totalt (mg)	kalcium (mg)	järn (mg)	jodid (jod) (µg)	kalium (mg)	magnesium (mg)	natrium (mg)	salt (mg)	fosfor (mg)	selen (µg)	zink (mg)	tryptofan (mg)	folat, total (µg)	niacinekvivalenter (mg)	niacin (nikotinsyra+nikotinamid) (mg)	pyridoxin vitamerer (hydroklorid) (mg)	riboflavin (mg)	tiamin (vitamin B1) (mg)	vitamin B12 (kobalamin) (µg)	vitamin C (askorbinsyra) (mg)	vitamin A RAE (µg)	karotenoider, totalt (µg)	vitamin D (µg)	vitamin E, alfatokoferol (mg)	vitamin K, totalt (µg)
812	Abborre	345	0	0.7	18.8	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0.5	0.2	0.2	0.1	<0.1	0.2	<0.1	15	8	40	80	92	0.3	109	0.3	34.5	330	26	45.6	116.2	240	28	0.8	230	6	7.8	4	00.22	00.07	00.07	1.9	0	6.4	0	15.2	1.5	0.8
747	Aladåb på kött	395	0	5	12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0.2	1.6	2.4	0.1	<0.1	0.2	139	28	0	0	20.7	0	6.6	0.9	18.7	116.3	7.8	664	1691.9	64.5	9.6	1.7	160	2	4.6	2	00.16	00.06	00.03	0.6	0	3.7	8.8	0.1	0.2	01.12
28923	Ananas, färsk, vägd med skal	123	5.9	0.2	0.3	0	0.7	0.3	0	0	5.9	0.7	N/A	1.2	0	0	4	<0.1	0.6	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	13	10	0	0	0	9	6.4	0.1	0.7	92.2	7.4	2.1	5.4	4.2	0.3	<0.1	3.2	2.6	0.3	0.3	00.05	00.01	00.04	0	16.2	2.6	31.8	0	<0.1	00.11
471	Ananas, konserv, i egen juice	220	11.2	0.1	0.4	0	1.4	0.6	0	0	11.2	1.4	N/A	2.3	0	0	7.5	0.1	1.2	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	24	18	0	0	0	17	9.8	1	1	104	12.4	5	12.7	6.8	0.5	0.1	5	9.2	0.4	0.3	00.09	<0.01	00.09	0	7.5	5	60	0	<0.1	0.2
417	Ananas, konserv, i sockerlag	308	16.6	0.1	0.5	0	1.2	0.3	0	0	16.6	4.8	0	6	0	0	5.8	0.2	1	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	4	11	0	0	0	8.5	20	0.3	1	120	17	2.1	5.3	17	0	0.1	5	1	0.4	0.3	00.08	00.02	00.07	0	9	1.6	21.5	0	<0.1	0.1
11056	Ananas, skalad	233	11.2	0.4	0.5	0	1.4	0.6	0	0	11.2	1.4	N/A	2.3	0	0	7.5	0.1	1.2	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	24	18	0	0	0	17	12	0.2	1.4	174	14	4	10.2	8	0.6	<0.1	6	5	0.6	0.5	00.09	00.02	00.08	0	30.6	5	60	0	<0.1	0.2
33077	Ananas, torkad	1288	67.9	0.6	2.8	0	7.1	0.6	0	0	67.9	17	0	13.6	0	0	37.3	N/A	N/A	0.3	0.2	<0.1	<0.1	0	<0.1	0.1	117	87	0	0	0	N/A	66	1.5	N/A	556	61	5	12.7	41	0.5	0.6	N/A	46	2.3	2.3	00.51	00.15	00.28	0	48.8	8	89	0	0.1	3.6
33268	Ananas, torkad, överdragen med yoghurt	1749	55.3	17	8.3	0	3.9	0.3	0	0	55.3	9.4	0	7.5	11.1	0	27.3	0	0	16.2	0.7	3.7	10	1.8	0.1	0.6	553	118	0	0	3.9	53.9	324	0.9	32.1	670.1	60.2	226.2	576.5	230.2	4.5	1.3	111.3	36.1	3.3	1.5	00.38	00.54	00.23	0.6	28.2	5.6	53.6	<0.1	0.9	12.21
829	Ansjovis	1076	9.6	11.4	28.9	0	0	N/A	N/A	0	9.6	0	N/A	0	0	0	9.6	0	0	10.2	3	4.2	3	0	2.7	0.2	175	146	768	1498	66.7	0	90	2.1	45	190	13	4140	10548.7	100	68	1.8	324	16	7.6	2.2	00.18	0.2	00.02	11	0	14.9	0	5.7	1	01.35
11045	Apelsin, skalad	191	8.9	0.1	0.6	0	2.1	0.6	0	0	8.9	2.7	N/A	2.6	0	0	3.6	1.2	1.2	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	32	28	0	0	0.3	22.8	54	0.2	0.5	150	13	1.6	4.1	23	<0.1	0.1	8	26.5	0.5	0.4	00.09	00.04	00.09	0	51	7.4	166.8	0	0.4	0.1
28924	Apelsin, vägd med skal	142	6.4	0.1	0.4	0	1.5	0.5	0	0	6.4	1.9	N/A	1.9	0	0	2.6	0.9	0.9	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	23	20	0	0	0.2	16.4	38.9	0.1	0.4	108	9.4	1.1	2.9	16.6	<0.1	<0.1	5.8	19.1	0.4	0.3	00.06	00.03	00.06	0	36.7	5.3	120.1	0	0.3	00.07
11013	Apelsinmarmelad	814	46.6	<0.1	0.5	0	0.8	0.2	0	0	46.6	14.7	0	12.9	0	0	19	0.6	0.3	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	11	10	0	0	0.1	8.2	28	0.2	2.7	33	1	0.6	1.6	2.4	0.3	<0.1	2.9	9.5	0.2	0.1	00.03	00.01	00.03	0	5	2.7	60	0	0.2	00.04
408	Aprikos, i sockerlag	307	16	0.1	1	0	1.3	0.3	0	0	16	0.7	0	1.3	0	0	14	0.6	0.7	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	25	7	0	0	0	9.5	31	0.4	1	160	8.8	7.2	18.4	11	0.2	0.3	3.6	2	0.4	0.3	00.06	00.02	00.02	0	4	52	698.8	0	0.6	3
11054	Aprikos, medelvärde, kärnfri	223	10.6	0.1	1.1	0	1.9	0.4	0	0	10.6	3	0	3	0	0	4.6	0.8	1.4	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	32	28	0	0	0	15.9	31	0.4	1	160	8.8	2	5.1	11	1	0.3	6	5	0.6	0.5	00.05	00.05	00.04	0	10	66.9	1037	0	1	3.3
28921	Aprikos, medelvärde, vägd med kärna	209	10	<0.1	1	0	1.8	0.4	0	0	10	2.8	0	2.8	0	0	4.3	0.8	1.3	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	30	26	0	0	0	14.9	29.1	0.4	0.9	150.4	8.3	1.9	4.8	10.3	0.9	0.3	5.6	4.7	0.6	0.5	00.05	00.05	00.04	0	9.4	62.9	974.8	0	0.9	3.1
409	Aprikos, torkad	923	43.4	0.5	5.2	0	7.3	1.5	0	0	43.4	10	0	20.8	0	0	12.6	4.6	3.8	0.4	0.2	0.1	<0.1	0	<0.1	0.1	110	97	0	0	0	55.7	98.3	1.4	0	507.2	27.9	16.7	42.5	34.9	0.5	1	14	14	3	2.8	00.17	0.1	<0.01	0	1	234.2	3629.5	0	6.2	11.55
31538	Aprikospuré, sockerfri, vitamin c	242	11.8	0.1	1	0	1.8	0.4	0	1.7	10.1	2.9	0	2.9	0	0	4.4	0.8	1.3	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	30	26	0	0	0	15.2	29.7	0.4	0.9	152.1	8.4	1.9	5	10.7	1	0.3	5.7	3.3	0.5	0.5	00.05	00.04	00.03	0	30	57.2	985.1	0	0.9	03.13
11196	Aromsalt/örtsalt, salthalt 71 %	289	10.8	1.3	1.7	0	3.7	<0.1	0	6.9	3.9	0.6	<0.1	0.7	0	<0.1	2.6	0.2	0.3	1.1	0.2	0.2	0.6	0.1	0.1	<0.1	67	100	0	0	0.7	11.9	287.7	4.9	6	234.8	139.2	27900	71089.2	83	0.4	0.6	17.6	25.8	0.6	0.3	00.16	00.07	00.02	0	2	2.1	111.4	0	0.6	86.58.00
11057	Avokado, skalad, kärnfri	829	0.8	19.4	2.6	0	6.7	N/A	0	0.1	0.7	0.1	0.1	0.4	0	0	<0.1	1.6	2	16.9	1.6	12.6	2.7	0	0.1	1.4	1446	124	0	0	0	75.3	15	0.5	1.4	400	29	6	15.3	31	0.4	0	22	11	1.5	1.1	00.42	00.16	00.07	0	10.2	5.2	406.5	0	2.1	20
28933	Avokado, vägd med skal och kärna	589	0.5	13.8	1.9	0	4.8	N/A	0	<0.1	0.5	<0.1	<0.1	0.3	0	0	<0.1	1.1	1.4	12	1.1	9	1.9	0	<0.1	1	1026	88	0	0	0	53.5	10.7	0.4	1	284	20.6	4.3	10.9	22	0.3	0	15.6	7.8	1	0.8	0.3	00.11	00.05	0	7.2	3.7	288.6	0	1.5	14.2
33091	Avokadoolja	3700	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.6	13.5	70.6	11.6	0	1	12.5	12530	957	0	0	0	N/A	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	N/A
707	Bacon, fet	1440	0	32.4	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4	3.4	14.5	12.4	<0.1	0.3	3	2876	243	0	0	67.2	0	8	0.6	3	190	12	980	2497	110	13.5	1.7	130	2	5	2.8	0.3	0.1	00.27	0.7	0	6.2	0	0.5	0.5	0.1
28947	Bacon, filé, fett 18 g	946	0.5	18	16	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	16.9	2.4	8	6.1	<0.1	0.3	2	1788	173	20	16	47.3	0.4	13	0.6	2.8	207.5	17.4	1000	2548	120.5	15.3	1.5	195	1.6	7.8	4.5	00.32	00.18	01.11	0.6	0	12.9	0	0.4	0.4	02.24
530	Bageriindustrimargarin 80 %, bakning	2966	0	80	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.9	11.4	29.8	35.1	1.6	2.4	9	8975	2360	0	0	2.7	316.9	11	0.1	0	21	2.2	200	509.6	10	<0.1	<0.1	0	2	0	0	0	0	0	0	0	0	0	0	7.2	50
593	Bakmargarin 80 %, pirkka/rainbow	2972	0.4	80	0.8	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	76.5	12.6	27.5	35.6	0.3	3.4	9.1	N/A	N/A	0	0	0	214.8	9.7	0.1	<0.1	8.9	1.4	420	1070.2	0.8	<0.1	<0.1	2.6	0	0	0	0	0	0	0	0	800	0.1	10	10	89
74	Bakpulver	735	37.8	0	5.2	0	0.5	N/A	N/A	37.8	0	0	N/A	0	0	0	0	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	11300	0	0	49	9	11800	30066.4	8400	0	2.8	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0
11135	Bambuskott	56	0.7	0.2	1.5	0	1.4	N/A	0	0	0.7	N/A	N/A	N/A	0	0	N/A	0.4	1.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	15	13	0.4	N/A	530	3	4	10.2	39	1	1.1	N/A	36	0.5	0.5	00.14	00.06	00.09	0	0	0.7	8	0	0.6	0
11049	Banan, skalad	366	18.3	0.4	1.2	0	1.8	0.4	0	4.8	13.5	2.7	N/A	4.4	0	0	6.4	0.7	1	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	26	20	0	0	0	11.6	6.2	1	1	358.4	31.3	5	12.7	24.9	0.3	0.2	13	12.5	0.9	0.7	0.5	00.06	00.04	0	10	1.7	29.7	0	0.2	0.5
28934	Banan, vägd med skal	244	12.3	0.3	0.8	0	1.2	0.3	0	3.2	9	1.8	N/A	2.9	0	0	4.3	0.5	0.7	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	18	13	0	0	0	7.8	4.2	0.7	0.7	240.2	21	3.4	8.5	16.7	0.2	0.1	8.7	8.4	0.6	0.5	00.34	00.04	00.03	0	6.7	1.1	19.9	0	0.1	00.34
11505	Bananchips, torkad banan	2149	59.9	29	2	0	3	0	0	37.8	22.1	0.3	0	0.1	0	0	21.7	0.6	0.9	27.1	7.3	14.6	5.3	0	2.2	5.1	5115	2166	0	0	1	137.9	7.6	0.9	1	318.4	28.3	5.8	14.9	21.7	0.3	0.2	11.3	10.9	0.8	0.6	00.32	00.05	00.03	0	8.7	1.5	25.8	0	4.4	30.51.00
33267	Bananchips, överdragna med yoghurt	2225	50.9	32.7	7.9	0	1.7	0	0	20.9	30	0.2	0	<0.1	11.1	0	18.7	0.3	0.5	31	4.6	11.7	12.9	1.8	1.3	3.3	3317	1267	0	0	4.5	130.1	291.7	0.6	32.6	538.7	42.1	226.7	577.7	219.5	4.4	1.1	117.6	16.7	2.5	0.5	00.28	00.49	00.09	0.6	6.1	2	18.7	<0.1	3.3	27.09.00
11134	Basilika, färsk	108	1.1	0.7	3.1	0	1.6	0	0	0.8	0.3	<0.1	0.3	<0.1	0	0	0	N/A	N/A	0.5	0.4	<0.1	<0.1	0	0.3	<0.1	73	316	0	0	0	19.9	250	5.5	N/A	300	11	9	22.9	37	0.4	0.7	39	64	1.8	1.1	00.13	00.31	00.08	0	26	262.7	8838	0	0.8	414.8
33433	Basilika, torkad	1011	10.1	4	23	0	37.7	0	0	8.3	1.7	0.8	0.2	0.8	0	0	<0.1	N/A	N/A	3.1	2.3	0.5	0.2	0	1.9	0.4	438	1896	0	0	0	119.4	2240	89.8	N/A	2630	711	76	193.7	274	3	7.1	221	310	8.6	4.9	01.34	1.2	00.08	0	0.8	37.1	2058	0	10.7	1714.5
30223	Batat, skalad	339	16.8	<0.1	1.6	0	3	0	0	12.7	4.2	0.7	0	1	0	0	2.5	1.1	1.4	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	13	1	0	0	0	12	30	0.6	2	337	25	55	140.1	47	0.6	0.3	20	11	0.9	0.6	00.21	00.06	00.08	0	2.4	706.5	8516	0	0.3	1.8
32163	Bearnaisesås, såspulver, campbell's/blå band	1921	52.2	26.1	3.4	0	1.1	<0.1	0	44.2	8	1.3	0	1.4	3.7	0	1.6	0.1	0.2	24.4	2.5	9.5	12.3	<0.1	<0.1	2.4	2373	59	0	14	52.4	27.9	127.9	0.7	15.4	190.2	22.1	1884.6	4801.9	109.9	5.4	0.6	50.6	16.6	1	0.1	00.11	00.18	00.04	0.5	3.6	40.1	232.5	0.3	1.7	04.13
32153	Bearnaisesås, såspulver, knorr	1979	55.7	23.2	10	0	0.3	<0.1	0	36.1	19.6	0.1	0	0.1	2.7	<0.1	16.1	<0.1	0.1	22	2.2	8.5	11.3	0	<0.1	2.1	2122	47	0	0	0.7	23.6	36.7	0.5	3.2	46.6	16.8	3295.3	8396.5	31.2	0.4	<0.1	4.8	1.9	<0.1	<0.1	00.02	00.03	<0.01	<0.1	0.9	0.2	1.8	0	1.4	1.9
330	Bladsallat, kruksallat, lollo rosso	53	1	0.2	1.1	0	1	0.1	0	0	1	0.5	N/A	0.4	0	0	0.1	0.4	0.8	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	32	64	0	0	0	8.5	56	0.7	1	360	21	23	58.6	40	0.2	0.5	10	51.2	0.6	0.4	00.06	00.07	00.06	0	4.5	81.6	2734.5	0	0.6	115
339	Bladselleri	53	1.1	0.2	1.1	0	1	0	0	0	1.1	0.3	N/A	0.3	0	0	0.5	1	1.5	0.3	0.2	<0.1	<0.1	0	<0.1	<0.1	81	82	0	0	0	17	45	0.3	0	150	15	106.9	272.4	37	0.4	0.2	11	16	0.7	0.5	00.09	00.04	00.03	0	6	243.5	10096	0	0.3	12
427	Blandad frukt, torkad	932	43.9	0.8	3.5	0	8.2	2.5	0	0	43.9	16.6	0	15.2	0	0	12.1	3.6	5.4	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	39	12	0	0	0	49.7	59	1.7	0	790	48	9.4	23.9	74	0.4	2.3	19.1	15	1.7	1.9	00.27	0.1	00.05	0	5	79	1325	0	2.9	38.34.00
794	Blod	218	0.1	0.4	11.8	0	0	0	0	0	0.1	0	N/A	0.1	0	0	0	0	0	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	31	8	2	<1	51.7	0.1	7	41.9	5	100	3	525	1337.7	90	6.8	0.3	185	4	3.8	0.7	00.08	00.03	00.09	0.6	1	38	269	0.1	0.4	N/A
32455	Blodgrapefrukt, skalad	148	6.9	0.1	0.8	0	1.6	0	0	0	6.9	1.8	N/A	1.6	0	0	3.5	1	0.9	<0.1	<0.1	<0.1	<0.1	0	0	<0.1	29	8	0	0	0	N/A	22	<0.1	N/A	135	9	0	0	18	0.1	<0.1	8	13	0.2	0.2	00.05	00.03	00.04	0	31.2	58	700	0	0.1	0
322	Blomkål	101	2.2	0.3	1.8	0	2.3	0.2	0	0.1	2.1	0.9	N/A	1.1	0	0	0.1	0.7	1.2	0.2	0.1	<0.1	<0.1	0	0.1	<0.1	36	105	0	0	0	31.2	24	0.6	1	370	15	12	30.6	50	0.4	0.5	35	85.9	1.2	0.6	00.15	00.06	0.1	0	61.5	0.9	44	0	<0.1	20
442	Blåbär, skogsblåbär	271	10.2	1.1	0.8	0	3.3	1.4	N/A	1.8	8.4	4.6	N/A	3.7	0	<0.1	<0.1	0.5	2.6	0.3	0.2	<0.1	<0.1	0	0.1	0.1	123	117	0	0	0	26.4	19	0.6	1	110	9	2	5.1	20	0.1	0.1	10	11.2	0.6	0.4	00.06	00.01	00.13	0	7.2	3.9	310.5	0	1.9	9
834	Blåmussla, i vatten	340	0	2	15.6	0	0	N/A	N/A	0	0	0	N/A	0	0	0	0	0	0	1.8	1.1	0.3	0.5	0	0.9	0.1	43	49	444	367	66.7	0	71	5.8	116	140	50	390	993.7	310	60	3	267	27	7.5	3	00.08	00.22	00.16	22	0	48	0	1.3	0.8	00.49
865	Bläckfisk	352	0	1.3	17.9	0	0	N/A	N/A	0	0	0	N/A	0	0	0	0	0	0	1	0.5	0.2	0.3	0	N/A	N/A	N/A	N/A	N/A	N/A	48	N/A	33	1.2	20	230	30	363	924.9	170	75	1.7	220	16	8.7	5	00.36	00.07	00.07	20	0	5	0	0	2.1	00.14
32381	Bolognesesås, såspulver, knorr	1398	58	4.5	12	0	3.5	1	0	16	42	5.7	<0.1	4.2	0	<0.1	21.3	0.9	1.2	3.8	1.1	1.8	1	<0.1	0.3	0.8	801	254	0	0	2.1	37.5	76.9	1.5	5.3	740.9	42.8	4000	10192	101.3	1.7	0.5	36.3	47.3	2.6	1.9	00.34	00.12	00.17	<0.1	36.1	360.8	12520.6	0	2.2	37.56.00
34243	Bondbönor, färsk	429	13.1	0.6	8.8	0	4.2	N/A	0	11.5	1.6	0.1	0	0.1	0	<0.1	1.3	N/A	N/A	0.5	0.3	<0.1	0.1	0	<0.1	0.2	120	94	0	0	0	N/A	22	1.9	N/A	250	38	2	5.1	95	1.2	0.6	56	96	2.4	1.5	00.05	00.11	00.17	0	33	17.5	210	0	0.3	9
34743	Bondbönor, torr, bondbönskross	1384	42.2	1.9	28.5	0	13.6	N/A	0	37	5.3	0.4	0	0.4	0	0.3	4.1	N/A	N/A	1.2	0.6	0.3	0.2	0	<0.1	0.6	581	23	0	0	0	N/A	103	6.7	N/A	1062	192	6.5	16.4	421	8.2	3.1	247	423	7	2.8	00.44	00.35	00.55	0	1.4	35	420	0	0.3	9
814	Braxen	412	0	3.2	17.3	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	2.2	0.7	1	0.5	0	0.6	0.1	35	22	199	273	67	0	63	0.4	7	350	26	43	109.6	210	28	0.5	230	6	7.8	4	00.45	00.07	00.07	2	0	2.2	0	14	2.6	0.8
844	Braxen, rökt	519	0	4.2	21.3	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	3.8	1.2	1.8	0.7	0	1	0.2	93	43	326	479	84.4	0	80.5	0.5	58.6	431.2	32.6	826.9	2106.9	259.7	31	0.6	282.9	6	9.6	4.9	00.36	00.09	00.09	2	0	2.7	0	14	2	01.38
324	Broccoli	147	1.9	0.3	4.6	0	2.5	0.3	0	0	1.9	0.7	N/A	1.2	0	0	<0.1	0.9	1.6	0.3	0.2	<0.1	<0.1	0	0.1	<0.1	57	135	0	0	0.3	36.7	48	1.1	1	400	24	6.9	17.6	90	0.4	0.1	37	113	1.5	0.9	00.11	0.2	0.1	0	120	86	2858.2	0	0.7	110
33872	Bröstmjölk	273	7.4	3.5	1.1	0	0	0	0	0	7.4	0	0	0	7.4	0	0	0	0	3.2	0.5	1.2	1.5	<0.1	<0.1	0.4	337	69	4	11	9.8	10	28.2	0.1	6.3	47.8	3.5	20	51	15	1.1	0.4	13	5	0.4	0.2	<0.01	00.04	0	0	6	54.3	31.9	<0.1	0.3	0
454	Bär, medelvärde	206	7.2	0.6	0.8	0	3.5	1.5	0	0	7.2	3.1	N/A	3.1	0	0	1	1.1	2.4	0.2	0.1	<0.1	<0.1	0	<0.1	<0.1	72	71	0	0	0	17.8	37	0.9	1	234	18	0.5	1.3	40	<0.1	0.3	9.4	19.6	0.6	0.4	00.07	00.07	00.04	0	44	2.6	158.6	0	1.2	11.33
11587	Bärdryck, nypondryck, pro viva, havre, probiotika	237	12.3	0.2	0.7	0	1	0.2	0	1.2	11.1	0.6	0	0.5	0	<0.1	10	0.3	0.7	0.2	<0.1	<0.1	<0.1	0	<0.1	<0.1	57	8	0	0	0	1.2	25.4	0.1	0.9	55	6.5	3.9	9.9	14.2	0.3	0.1	5.3	1.6	0.1	<0.1	<0.01	<0.01	<0.01	0	35	13.3	355.4	0	0.2	00.04
32416	Bärdryck, proviva, medelvärde, probiotika	249	13.1	0.3	0.5	0	0.7	0.2	0	1.5	11.6	0.5	0	0.4	0	<0.1	10.5	0.1	0.5	0.2	0.1	<0.1	<0.1	0	<0.1	<0.1	62	12	0	0	0	2.7	12.2	0.3	1.1	28.9	4.7	2	5.1	13.1	0.3	0.1	5.2	1.9	0.1	<0.1	<0.01	<0.01	00.02	0	35	4.5	211.2	0	0.2	01.32
478	Bärjuice, nektar, bärhalt 50 %	532	29.1	0.3	0.6	0	1.8	1	0	0.4	28.7	1.8	0	1.5	0	<0.1	25.4	0.7	1.1	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	26	22	0	0	0	8.9	22.9	0.4	1.7	126.4	9.3	1.2	3.1	20.9	0.2	<0.1	4.8	10.5	0.3	0.2	00.03	<0.01	00.02	0	41.2	2.2	139.3	0	0.7	08.43
456	Bärmarmelad	824	46.6	0.1	0.7	0	0.9	0.8	0	0	46.6	14.7	0	12.9	0	0	19	0.6	0.3	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	36	35	0	0	0	8.9	24	0.3	1	40	2	13.9	35.4	2	0.3	<0.1	4.7	5	0.3	0.2	0	00.03	00.02	0	3	1.6	29	0	0.6	06.07
31539	Bärpuré, sockerfri, c-vitaminerad	224	9.2	0.5	0.7	0	2.8	1.2	0	3.4	5.8	2.5	0	2.5	0	0	0.8	0.9	1.9	0.2	0.1	<0.1	<0.1	0	<0.1	<0.1	59	57	0	0	0	14.4	30.5	0.7	0.8	187.5	14.6	0.6	1.5	32.6	<0.1	0.2	7.6	15.7	0.5	0.4	00.06	00.04	00.02	0	30	1.9	126.9	0	1	09.06
450	Bärsylt, medelvärde	678	38	0.1	0.6	0	1.3	0.6	0	0.5	37.5	7.2	0	6.6	0	0	23.7	0.6	0.7	<0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	29	28	0	0	0	7.1	6	0.3	1	670	12	34	86.6	9	0.3	0.1	3.8	4	0.2	0.2	0	00.03	00.02	0	2	1	63.5	0	0.5	04.53
31217	Bönor, adukibönor, kokta utan salt	572	21.3	0.2	9.3	0	5.5	N/A	N/A	20.8	0.5	0	N/A	0	0	0.1	0.3	0.9	4.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	39	1.9	N/A	570	60	2	5.1	180	1	2.3	90	121	0.9	0.9	0.1	00.08	00.14	0	0	0.5	6	0	N/A	N/A
31216	Bönor, adukibönor, torkade	1222	45.7	0.5	19.9	0	11.1	N/A	N/A	44.7	1	0	N/A	0.1	0	0.2	0.7	2.6	8.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	76	84	4.2	N/A	1220	130	5	12.7	380	2	5	192	622	5.8	2.6	00.35	00.22	00.45	0	0	1	12	0	N/A	N/A
31233	Bönor, bondbönor, kokta	427	14.1	0.4	7.6	0	5.4	N/A	N/A	12.3	1.8	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.3	0.2	<0.1	<0.1	0	<0.1	0.2	151	12	0	0	0	N/A	36	1.5	N/A	266	43	236	601.3	124	2.6	1	N/A	103	0.7	0.7	00.07	00.09	0.1	0	0.3	0.8	9	0	<0.1	2.9
373	Bönor, bruna/vita, medelvärde	1277	39.5	1.5	22.2	0	21.6	N/A	N/A	36.7	2.8	0.8	N/A	1.3	0	0	0.7	8.1	13.5	1.2	0.9	0.1	0.2	0	0.6	0.3	300	600	0	0	0	205.2	139.5	5.2	0	1285	157.5	5	12.7	422.5	21.3	0	240	441	6	2	00.47	0.2	00.55	0	0	14.9	180	0	0.3	13
372	Bönor, gröna brytbönor, färska	149	4.8	0.3	2	0	2.4	0.3	N/A	1.6	3.1	1.3	N/A	1	0	0.3	0.6	0.9	1.5	0.2	0.2	<0.1	<0.1	0	0.1	<0.1	72	102	0	0	0	12.3	48	0.7	1	320	22	2	5.1	40	2.5	0.4	27	80	1.2	0.7	0.1	00.06	00.11	0	20	16.2	657.2	0	0.1	47
31214	Bönor, kidneybönor, kokta	484	15.3	0.5	8.6	0	7.4	N/A	N/A	14.9	0.3	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.4	0.3	<0.1	<0.1	0	0.2	0.1	106	167	0	0	0	N/A	28	2.9	N/A	401	45	233	593.7	141	1.2	1.1	N/A	129	0.6	0.6	00.12	00.06	00.16	0	1.2	0	N/A	0	<0.1	8.4
31213	Bönor, mungobönor, kokta	441	14.9	0.4	7.7	0	5.3	N/A	N/A	12.8	2.1	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	0.3	0.1	<0.1	0.1	0	<0.1	0.1	115	9	0	0	0	N/A	38	1.7	N/A	282	46	232	591.1	101	2.6	0.7	N/A	91	0.5	0.5	00.08	00.05	00.12	0	1	1.6	19	0	0.2	2.9
395	Bönor, vita, kokta	465	14	0.8	8.3	0	7	0	0	12.5	1.5	0.3	0	0.5	0	0	0.3	3.1	5.1	0.5	0.3	<0.1	<0.1	0	0.2	0.1	114	228	0	0	0	47.9	81.7	1.9	0	365	48.9	5	12.7	147.9	0.4	0.8	91.2	167.6	2.2	0.7	00.18	00.05	00.12	0	0	40	555	0	0.1	27
11090	Bönor, vita bönor, tomatsås	427	16.2	0.7	5.1	0	5	<0.1	0	14	2.2	1	0	0.9	0	0	0.3	3.2	5.2	0.5	0.4	<0.1	<0.1	0	0.2	0.1	133	230	0	0	0	79.6	32	1.3	4	265	31	440	1121.1	191	8.2	0.3	96.6	65	2	0.4	00.15	00.07	00.14	0	3	6.6	3572.6	0	0.6	06.07
